1 1181	98.6006	95.479	95.1561	96.8784	96.4478	96.2325	0.385386	0.681652	0.704383	0.570554	0.607278	0.624711
2 3184	97.5253	92.351	94.8256	95.838	95.5006	96.8504	0.521037	0.891402	0.742917	0.669835	0.695234	0.585771
3 3185	96.7488	93.8123	92.4489	95.3854	94.1269	94.9659	0.406133	0.551722	0.605036	0.480432	0.538413	0.50069
